Date,Rainfall_avg_mm,Percent_AOI_Data
1981-03-30,10.661,100.0
1981-03-31,10.824,100.0
1981-04-01,6.422,100.0
1981-04-02,11.245,100.0
1981-04-03,19.125,100.0
1981-04-04,16.986,100.0
1981-04-05,6.773,100.0
1981-04-06,5.488,100.0
1981-04-07,0.794,100.0
1981-04-08,1.022,100.0
1981-04-09,6.214,100.0
1981-04-10,30.441,100.0
1981-04-11,5.763,100.0
1981-04-12,9.412,100.0
1981-04-13,9.735,100.0
1981-04-14,6.705,100.0
1981-04-15,14.269,100.0
1981-04-16,33.476,100.0
1981-04-17,17.432,100.0
1981-04-18,0.839,100.0
1981-04-19,0.365,100.0
1981-04-20,0.926,100.0
1981-04-21,6.787,100.0
1981-04-22,0.126,100.0
1981-04-23,1.397,100.0
1981-04-24,2.716,100.0
1981-04-25,2.056,100.0
1981-04-26,4.291,100.0
1981-04-27,2.983,100.0
1981-04-28,3.597,100.0
1981-04-29,0.0,100.0
1981-04-30,4.634,100.0
1981-05-01,2.655,100.0
1981-05-02,4.04,100.0
1981-05-03,8.007,100.0
1981-05-04,3.287,100.0
1981-05-05,2.003,100.0
1981-05-06,13.031,100.0
1981-05-07,10.864,100.0
1981-05-08,2.764,100.0
1981-05-09,8.496,100.0
1981-05-10,0.669,100.0
1981-05-11,12.848,100.0
1981-05-12,12.88,100.0
1981-05-13,2.505,100.0
1981-05-14,10.175,100.0
1981-05-15,6.735,100.0
1981-05-16,11.581,100.0
1981-05-17,0.894,100.0
1981-05-18,0.345,100.0
1981-05-19,4.532,100.0
1981-05-20,1.56,100.0
1981-05-21,1.061,100.0
1981-05-22,0.0,100.0
1981-05-23,0.0,100.0
1981-05-24,0.0,100.0
1981-05-25,0.0,100.0
1981-05-26,0.226,100.0
1981-05-27,9.061,100.0
1981-05-28,3.5,100.0
1981-05-29,6.752,100.0
1981-05-30,4.098,100.0
1981-05-31,6.3,100.0
1981-06-01,6.692,100.0
1981-06-02,0.145,100.0
1981-06-03,3.93,100.0
1981-06-04,8.815,100.0
1981-06-05,3.925,100.0
1981-06-06,0.569,100.0
1981-06-07,0.0,100.0
1981-06-08,0.018,100.0
1981-06-09,0.0,100.0
1981-06-10,0.0,100.0
1981-06-11,0.02,100.0
1981-06-12,0.0,100.0
1981-06-13,0.0,100.0
1981-06-14,0.0,100.0
1981-06-15,0.537,100.0
1981-06-16,0.301,100.0
1981-06-17,0.0,100.0
1981-06-18,0.0,100.0
1981-06-19,0.0,100.0
1981-06-20,0.0,100.0
1981-06-21,0.0,100.0
1981-06-22,0.0,100.0
1981-06-23,0.0,100.0
1981-06-24,0.0,100.0
1981-06-25,0.0,100.0
1981-06-26,0.0,100.0
1981-06-27,0.0,100.0
1981-06-28,0.0,100.0
1981-06-29,0.0,100.0
1981-06-30,0.0,100.0
1981-07-01,0.0,100.0
1981-07-02,0.0,100.0
1981-07-03,0.0,100.0
1981-07-04,0.0,100.0
1981-07-05,0.0,100.0
1981-07-06,0.0,100.0
1981-07-07,0.0,100.0
1981-07-08,0.035,100.0
1981-07-09,0.0,100.0
1981-07-10,0.023,100.0
1981-07-11,5.28,100.0
1981-07-12,1.794,100.0
1981-07-13,0.0,100.0
1981-07-14,0.0,100.0
1981-07-15,0.0,100.0
1981-07-16,0.0,100.0
1981-07-17,0.0,100.0
1981-07-18,0.0,100.0
1981-07-19,0.0,100.0
1981-07-20,0.0,100.0
1981-07-21,0.0,100.0
1981-07-22,0.0,100.0
1981-07-23,0.0,100.0
1981-07-24,0.0,100.0
1981-07-25,0.0,100.0
1981-07-26,1.8,100.0
1981-07-27,0.063,100.0
1981-07-28,0.0,100.0
1981-07-29,0.206,100.0
1981-07-30,0.0,100.0
1981-07-31,0.0,100.0
1981-08-01,0.0,100.0
1981-08-02,0.0,100.0
1981-08-03,0.043,100.0
1981-08-04,0.0,100.0
1981-08-05,0.0,100.0
1981-08-06,0.0,100.0
1981-08-07,0.0,100.0
1981-08-08,0.0,100.0
1981-08-09,0.028,100.0
1981-08-10,0.683,100.0
1981-08-11,0.0,100.0
1981-08-12,0.0,100.0
1981-08-13,0.0,100.0
1981-08-14,0.484,100.0
1981-08-15,0.465,100.0
1981-08-16,0.0,100.0
1981-08-17,0.0,100.0
1981-08-18,9.179,100.0
1981-08-19,2.158,100.0
1981-08-20,5.073,100.0
1981-08-21,4.439,100.0
1981-08-22,0.0,100.0
1981-08-23,0.0,100.0
1981-08-24,0.287,100.0
1981-08-25,0.0,100.0
1981-08-26,19.441,100.0
1981-08-27,0.0,100.0
1981-08-28,0.0,100.0
1981-08-29,0.374,100.0
1981-08-30,10.85,100.0
1981-08-31,12.01,100.0
1981-09-01,7.906,100.0
1981-09-02,15.714,100.0
1981-09-03,0.0,100.0
1981-09-04,0.0,100.0
1981-09-05,0.0,100.0
1981-09-06,3.859,100.0
1981-09-07,0.374,100.0
1981-09-08,2.272,100.0
1981-09-09,1.059,100.0
1981-09-10,2.684,100.0
1981-09-11,2.732,100.0
1981-09-12,0.0,100.0
1981-09-13,0.043,100.0
1981-09-14,9.127,100.0
1981-09-15,0.789,100.0
1981-09-16,0.0,100.0
1981-09-17,0.0,100.0
1981-09-18,0.0,100.0
1981-09-19,0.267,100.0
1981-09-20,2.214,100.0
1981-09-21,6.761,100.0
1981-09-22,0.294,100.0
1981-09-23,0.0,100.0
1981-09-24,0.0,100.0
1981-09-25,0.32,100.0
1981-09-26,1.261,100.0
1981-09-27,8.475,100.0
1981-09-28,21.731,100.0
1981-09-29,12.812,100.0
1981-09-30,1.651,100.0
1981-10-01,12.697,100.0
1981-10-02,2.034,100.0
1981-10-03,6.224,100.0
1981-10-04,3.165,100.0
1981-10-05,0.516,100.0
1981-10-06,0.0,100.0
1981-10-07,12.294,100.0
1981-10-08,0.0,100.0
1981-10-09,9.258,100.0
1981-10-10,0.0,100.0
1981-10-11,13.674,100.0
1981-10-12,4.435,100.0
1981-10-13,1.374,100.0
1981-10-14,0.0,100.0
1981-10-15,0.0,100.0
1981-10-16,0.0,100.0
1981-10-17,0.529,100.0
1981-10-18,13.094,100.0
1981-10-19,11.722,100.0
1981-10-20,0.572,100.0
1981-10-21,4.308,100.0
1981-10-22,0.143,100.0
1981-10-23,10.461,100.0
1981-10-24,0.0,100.0
1981-10-25,0.0,100.0
1981-10-26,0.287,100.0
1981-10-27,1.843,100.0
1981-10-28,2.941,100.0
1981-10-29,7.12,100.0
1981-10-30,0.996,100.0
1981-10-31,1.4,100.0
1981-11-01,1.231,100.0
1981-11-02,0.0,100.0
1981-11-03,0.0,100.0
1981-11-04,0.0,100.0
1981-11-05,0.0,100.0
1981-11-06,0.0,100.0
1981-11-07,0.08,100.0
1981-11-08,12.986,100.0
1981-11-09,11.941,100.0
1981-11-10,11.762,100.0
1981-11-11,9.638,100.0
1981-11-12,4.469,100.0
1981-11-13,7.515,100.0
1981-11-14,0.0,100.0
1981-11-15,0.0,100.0
1981-11-16,0.0,100.0
1981-11-17,2.503,100.0
1981-11-18,0.0,100.0
1981-11-19,0.0,100.0
1981-11-20,4.92,100.0
1981-11-21,9.599,100.0
1981-11-22,5.358,100.0
1981-11-23,3.23,100.0
1981-11-24,4.456,100.0
1981-11-25,0.21,100.0
1981-11-26,2.376,100.0
1981-11-27,0.0,100.0
1981-11-28,4.539,100.0
1981-11-29,4.345,100.0
1981-11-30,0.307,100.0
1981-12-01,0.818,100.0
1981-12-02,0.0,100.0
1981-12-03,0.0,100.0
1981-12-04,1.623,100.0
1981-12-05,1.374,100.0
1981-12-06,11.173,100.0
1981-12-07,3.908,100.0
1981-12-08,0.0,100.0
1981-12-09,4.082,100.0
1981-12-10,2.989,100.0
1981-12-11,1.209,100.0
1981-12-12,0.0,100.0
1981-12-13,0.626,100.0
1981-12-14,2.541,100.0
1981-12-15,8.444,100.0
1981-12-16,4.405,100.0
1981-12-17,10.459,100.0
1981-12-18,4.434,100.0
1981-12-19,7.188,100.0
1981-12-20,1.1,100.0
1981-12-21,3.917,100.0
1981-12-22,7.404,100.0
1981-12-23,0.0,100.0
1981-12-24,0.0,100.0
1981-12-25,0.0,100.0
1981-12-26,5.656,100.0
1981-12-27,0.0,100.0
1981-12-28,0.0,100.0
1981-12-29,4.074,100.0
1981-12-30,0.0,100.0
1981-12-31,6.98,100.0
1982-01-01,2.321,100.0
1982-01-02,3.8,100.0
1982-01-03,4.317,100.0
1982-01-04,6.608,100.0
1982-01-05,3.112,100.0
1982-01-06,7.233,100.0
1982-01-07,2.817,100.0
1982-01-08,0.0,100.0
1982-01-09,0.0,100.0
1982-01-10,0.0,100.0
1982-01-11,0.0,100.0
1982-01-12,2.354,100.0
1982-01-13,9.327,100.0
1982-01-14,0.785,100.0
1982-01-15,0.393,100.0
1982-01-16,3.95,100.0
1982-01-17,5.879,100.0
1982-01-18,1.964,100.0
1982-01-19,4.307,100.0
1982-01-20,5.648,100.0
1982-01-21,12.037,100.0
1982-01-22,4.007,100.0
1982-01-23,0.286,100.0
1982-01-24,0.018,100.0
1982-01-25,0.671,100.0
1982-01-26,0.0,100.0
1982-01-27,0.0,100.0
1982-01-28,1.329,100.0
1982-01-29,6.851,100.0
1982-01-30,0.0,100.0
1982-01-31,14.538,100.0
1982-02-01,4.081,100.0
1982-02-02,7.611,100.0
1982-02-03,2.262,100.0
1982-02-04,1.327,100.0
1982-02-05,0.0,100.0
1982-02-06,3.105,100.0
1982-02-07,8.762,100.0
1982-02-08,3.819,100.0
1982-02-09,0.753,100.0
1982-02-10,3.537,100.0
1982-02-11,0.0,100.0
1982-02-12,0.0,100.0
1982-02-13,6.088,100.0
1982-02-14,9.079,100.0
1982-02-15,6.645,100.0
1982-02-16,3.955,100.0
1982-02-17,5.087,100.0
1982-02-18,2.339,100.0
1982-02-19,2.328,100.0
1982-02-20,0.0,100.0
1982-02-21,0.0,100.0
1982-02-22,0.933,100.0
1982-02-23,6.737,100.0
1982-02-24,1.11,100.0
1982-02-25,0.263,100.0
1982-02-26,1.086,100.0
1982-02-27,1.373,100.0
1982-02-28,4.189,100.0
1982-03-01,2.64,100.0
1982-03-02,6.221,100.0
1982-03-03,11.354,100.0
1982-03-04,6.364,100.0
1982-03-05,0.0,100.0
1982-03-06,0.91,100.0
1982-03-07,7.474,100.0
1982-03-08,6.083,100.0
1982-03-09,2.24,100.0
1982-03-10,5.552,100.0
1982-03-11,0.033,100.0
1982-03-12,2.916,100.0
1982-03-13,0.0,100.0
1982-03-14,0.948,100.0
1982-03-15,4.209,100.0
1982-03-16,4.234,100.0
1982-03-17,0.0,100.0
1982-03-18,0.0,100.0
1982-03-19,0.0,100.0
1982-03-20,10.055,100.0
1982-03-21,10.414,100.0
1982-03-22,0.0,100.0
1982-03-23,0.0,100.0
1982-03-24,0.0,100.0
1982-03-25,0.0,100.0
1982-03-26,0.0,100.0
1982-03-27,0.0,100.0
1982-03-28,2.133,100.0
1982-03-29,4.077,100.0
1982-03-30,9.334,100.0
1982-03-31,2.129,100.0
1982-04-01,19.603,100.0
1982-04-02,16.229,100.0
1982-04-03,5.781,100.0
1982-04-04,1.737,100.0
1982-04-05,3.581,100.0
1982-04-06,5.031,100.0
1982-04-07,9.949,100.0
1982-04-08,2.27,100.0
1982-04-09,0.174,100.0
1982-04-10,1.689,100.0
1982-04-11,0.863,100.0
1982-04-12,4.939,100.0
1982-04-13,0.0,100.0
1982-04-14,8.803,100.0
1982-04-15,18.464,100.0
1982-04-16,10.155,100.0
1982-04-17,10.562,100.0
1982-04-18,8.612,100.0
1982-04-19,5.555,100.0
1982-04-20,6.876,100.0
1982-04-21,8.684,100.0
1982-04-22,19.608,100.0
1982-04-23,1.026,100.0
1982-04-24,8.731,100.0
1982-04-25,11.41,100.0
1982-04-26,6.084,100.0
1982-04-27,11.624,100.0
1982-04-28,0.286,100.0
1982-04-29,4.757,100.0
1982-04-30,13.087,100.0
1982-05-01,0.0,100.0
1982-05-02,0.765,100.0
1982-05-03,6.591,100.0
1982-05-04,37.548,100.0
1982-05-05,9.389,100.0
1982-05-06,2.299,100.0
1982-05-07,0.609,100.0
1982-05-08,0.0,100.0
1982-05-09,7.958,100.0
1982-05-10,19.453,100.0
1982-05-11,13.676,100.0
1982-05-12,0.05,100.0
1982-05-13,0.278,100.0
1982-05-14,4.517,100.0
1982-05-15,3.004,100.0
1982-05-16,1.123,100.0
1982-05-17,0.956,100.0
1982-05-18,0.39,100.0
1982-05-19,2.387,100.0
1982-05-20,0.0,100.0
1982-05-21,11.621,100.0
1982-05-22,0.0,100.0
1982-05-23,0.0,100.0
1982-05-24,0.0,100.0
1982-05-25,0.0,100.0
1982-05-26,0.283,100.0
1982-05-27,11.065,100.0
1982-05-28,9.072,100.0
1982-05-29,0.0,100.0
1982-05-30,0.0,100.0
1982-05-31,10.174,100.0
1982-06-01,8.764,100.0
1982-06-02,0.123,100.0
1982-06-03,0.063,100.0
1982-06-04,19.857,100.0
1982-06-05,0.0,100.0
1982-06-06,0.124,100.0
1982-06-07,0.652,100.0
1982-06-08,10.347,100.0
1982-06-09,0.386,100.0
1982-06-10,0.0,100.0
1982-06-11,0.0,100.0
1982-06-12,0.0,100.0
1982-06-13,0.046,100.0
1982-06-14,0.782,100.0
1982-06-15,0.027,100.0
1982-06-16,0.0,100.0
1982-06-17,0.0,100.0
1982-06-18,0.194,100.0
1982-06-19,0.0,100.0
1982-06-20,0.0,100.0
1982-06-21,0.0,100.0
1982-06-22,0.016,100.0
1982-06-23,2.557,100.0
1982-06-24,0.051,100.0
1982-06-25,0.0,100.0
1982-06-26,0.0,100.0
1982-06-27,0.0,100.0
1982-06-28,0.0,100.0
1982-06-29,0.0,100.0
1982-06-30,0.0,100.0
1982-07-01,0.0,100.0
1982-07-02,0.0,100.0
1982-07-03,0.0,100.0
1982-07-04,0.0,100.0
1982-07-05,0.129,100.0
1982-07-06,0.0,100.0
1982-07-07,0.0,100.0
1982-07-08,0.351,100.0
1982-07-09,0.0,100.0
1982-07-10,0.0,100.0
1982-07-11,0.0,100.0
1982-07-12,0.0,100.0
1982-07-13,0.151,100.0
1982-07-14,0.889,100.0
1982-07-15,0.0,100.0
1982-07-16,0.0,100.0
1982-07-17,0.0,100.0
1982-07-18,0.0,100.0
1982-07-19,0.0,100.0
1982-07-20,0.0,100.0
1982-07-21,0.0,100.0
1982-07-22,0.0,100.0
1982-07-23,0.0,100.0
1982-07-24,0.0,100.0
1982-07-25,0.363,100.0
1982-07-26,1.018,100.0
1982-07-27,0.0,100.0
1982-07-28,0.0,100.0
1982-07-29,0.057,100.0
1982-07-30,0.0,100.0
1982-07-31,1.163,100.0
1982-08-01,0.115,100.0
1982-08-02,1.417,100.0
1982-08-03,0.022,100.0
1982-08-04,5.157,100.0
1982-08-05,0.2,100.0
1982-08-06,0.0,100.0
1982-08-07,0.0,100.0
1982-08-08,0.0,100.0
1982-08-09,0.261,100.0
1982-08-10,2.294,100.0
1982-08-11,0.123,100.0
1982-08-12,0.0,100.0
1982-08-13,0.346,100.0
1982-08-14,0.0,100.0
1982-08-15,0.018,100.0
1982-08-16,0.0,100.0
1982-08-17,0.0,100.0
1982-08-18,0.0,100.0
1982-08-19,0.0,100.0
1982-08-20,0.0,100.0
1982-08-21,0.0,100.0
1982-08-22,1.013,100.0
1982-08-23,0.0,100.0
1982-08-24,0.0,100.0
1982-08-25,0.536,100.0
1982-08-26,0.0,100.0
1982-08-27,0.716,100.0
1982-08-28,1.726,100.0
1982-08-29,2.53,100.0
1982-08-30,0.272,100.0
1982-08-31,0.984,100.0
1982-09-01,0.033,100.0
1982-09-02,0.008,100.0
1982-09-03,2.671,100.0
1982-09-04,0.544,100.0
1982-09-05,2.065,100.0
1982-09-06,4.687,100.0
1982-09-07,0.055,100.0
1982-09-08,0.0,100.0
1982-09-09,0.0,100.0
1982-09-10,2.221,100.0
1982-09-11,8.257,100.0
1982-09-12,0.299,100.0
1982-09-13,0.0,100.0
1982-09-14,0.405,100.0
1982-09-15,0.146,100.0
1982-09-16,0.93,100.0
1982-09-17,4.251,100.0
1982-09-18,13.176,100.0
1982-09-19,23.348,100.0
1982-09-20,5.987,100.0
1982-09-21,6.03,100.0
1982-09-22,8.285,100.0
1982-09-23,20.015,100.0
1982-09-24,1.152,100.0
1982-09-25,0.112,100.0
1982-09-26,0.0,100.0
1982-09-27,0.089,100.0
1982-09-28,0.0,100.0
1982-09-29,7.555,100.0
1982-09-30,5.374,100.0
1982-10-01,1.669,100.0
1982-10-02,0.311,100.0
1982-10-03,0.723,100.0
1982-10-04,3.215,100.0
1982-10-05,0.902,100.0
1982-10-06,0.0,100.0
1982-10-07,4.731,100.0
1982-10-08,0.0,100.0
1982-10-09,16.246,100.0
1982-10-10,0.0,100.0
1982-10-11,1.563,100.0
1982-10-12,18.528,100.0
1982-10-13,0.0,100.0
1982-10-14,1.266,100.0
1982-10-15,3.172,100.0
1982-10-16,4.13,100.0
1982-10-17,1.819,100.0
1982-10-18,0.409,100.0
1982-10-19,7.376,100.0
1982-10-20,10.937,100.0
1982-10-21,3.49,100.0
1982-10-22,11.722,100.0
1982-10-23,1.404,100.0
1982-10-24,1.192,100.0
1982-10-25,2.209,100.0
1982-10-26,0.486,100.0
1982-10-27,6.371,100.0
1982-10-28,7.091,100.0
1982-10-29,2.435,100.0
1982-10-30,0.587,100.0
1982-10-31,12.276,100.0
1982-11-01,10.373,100.0
1982-11-02,2.589,100.0
1982-11-03,1.848,100.0
1982-11-04,2.65,100.0
1982-11-05,3.746,100.0
1982-11-06,0.0,100.0
1982-11-07,0.451,100.0
1982-11-08,1.762,100.0
1982-11-09,15.12,100.0
1982-11-10,2.982,100.0
1982-11-11,2.995,100.0
1982-11-12,5.13,100.0
1982-11-13,1.579,100.0
1982-11-14,2.816,100.0
1982-11-15,1.202,100.0
1982-11-16,0.678,100.0
1982-11-17,8.737,100.0
1982-11-18,12.903,100.0
1982-11-19,4.338,100.0
1982-11-20,0.618,100.0
1982-11-21,0.0,100.0
1982-11-22,3.951,100.0
1982-11-23,7.54,100.0
1982-11-24,4.108,100.0
1982-11-25,19.716,100.0
1982-11-26,6.982,100.0
1982-11-27,16.863,100.0
1982-11-28,8.03,100.0
1982-11-29,12.051,100.0
1982-11-30,7.505,100.0
1982-12-01,12.094,100.0
1982-12-02,4.795,100.0
1982-12-03,4.14,100.0
1982-12-04,5.024,100.0
1982-12-05,4.723,100.0
1982-12-06,0.0,100.0
1982-12-07,0.151,100.0
1982-12-08,15.545,100.0
1982-12-09,0.0,100.0
1982-12-10,2.073,100.0
1982-12-11,3.828,100.0
1982-12-12,9.927,100.0
1982-12-13,11.205,100.0
1982-12-14,6.419,100.0
1982-12-15,0.188,100.0
1982-12-16,0.524,100.0
1982-12-17,0.0,100.0
1982-12-18,0.0,100.0
1982-12-19,0.528,100.0
1982-12-20,1.855,100.0
1982-12-21,3.457,100.0
1982-12-22,4.486,100.0
1982-12-23,8.003,100.0
1982-12-24,2.245,100.0
1982-12-25,8.504,100.0
1982-12-26,0.0,100.0
1982-12-27,21.969,100.0
1982-12-28,2.76,100.0
1982-12-29,0.0,100.0
1982-12-30,0.0,100.0
1982-12-31,0.0,100.0
1983-01-01,0.0,100.0
1983-01-02,1.318,100.0
1983-01-03,4.753,100.0
1983-01-04,1.404,100.0
1983-01-05,2.391,100.0
1983-01-06,0.024,100.0
1983-01-07,9.249,100.0
1983-01-08,2.453,100.0
1983-01-09,0.0,100.0
1983-01-10,0.0,100.0
1983-01-11,0.0,100.0
1983-01-12,0.0,100.0
1983-01-13,0.0,100.0
1983-01-14,0.0,100.0
1983-01-15,0.0,100.0
1983-01-16,2.575,100.0
1983-01-17,0.0,100.0
1983-01-18,0.0,100.0
1983-01-19,6.017,100.0
1983-01-20,0.0,100.0
1983-01-21,0.0,100.0
1983-01-22,0.0,100.0
1983-01-23,0.053,100.0
1983-01-24,0.0,100.0
1983-01-25,0.0,100.0
1983-01-26,1.857,100.0
1983-01-27,0.0,100.0
1983-01-28,0.0,100.0
1983-01-29,0.038,100.0
1983-01-30,0.061,100.0
1983-01-31,5.363,100.0
1983-02-01,0.0,100.0
1983-02-02,5.802,100.0
1983-02-03,2.723,100.0
1983-02-04,13.672,100.0
1983-02-05,18.661,100.0
1983-02-06,13.39,100.0
1983-02-07,5.514,100.0
1983-02-08,0.294,100.0
1983-02-09,0.0,100.0
1983-02-10,0.401,100.0
1983-02-11,3.656,100.0
1983-02-12,6.866,100.0
1983-02-13,10.13,100.0
1983-02-14,3.852,100.0
1983-02-15,1.066,100.0
1983-02-16,4.047,100.0
1983-02-17,1.439,100.0
1983-02-18,1.114,100.0
1983-02-19,3.892,100.0
1983-02-20,2.11,100.0
1983-02-21,0.0,100.0
1983-02-22,0.12,100.0
1983-02-23,0.0,100.0
1983-02-24,0.718,100.0
1983-02-25,1.621,100.0
1983-02-26,0.937,100.0
1983-02-27,0.378,100.0
1983-02-28,1.276,100.0
1983-03-01,5.616,100.0
1983-03-02,4.272,100.0
1983-03-03,3.524,100.0
1983-03-04,2.778,100.0
1983-03-05,2.353,100.0
1983-03-06,0.0,100.0
1983-03-07,0.819,100.0
1983-03-08,1.698,100.0
1983-03-09,3.478,100.0
1983-03-10,0.0,100.0
1983-03-11,8.125,100.0
1983-03-12,1.941,100.0
1983-03-13,10.785,100.0
1983-03-14,13.473,100.0
1983-03-15,0.552,100.0
1983-03-16,12.874,100.0
1983-03-17,13.386,100.0
1983-03-18,0.275,100.0
1983-03-19,1.07,100.0
1983-03-20,0.392,100.0
1983-03-21,15.209,100.0
1983-03-22,0.547,100.0
1983-03-23,0.0,100.0
1983-03-24,1.77,100.0
1983-03-25,0.0,100.0
1983-03-26,12.277,100.0
1983-03-27,9.873,100.0
1983-03-28,0.732,100.0
1983-03-29,3.805,100.0
1983-03-30,2.485,100.0
1983-03-31,13.941,100.0
1983-04-01,4.259,100.0
1983-04-02,0.0,100.0
1983-04-03,0.0,100.0
1983-04-04,0.0,100.0
1983-04-05,1.679,100.0
1983-04-06,11.144,100.0
1983-04-07,4.582,100.0
1983-04-08,0.0,100.0
1983-04-09,0.0,100.0
1983-04-10,0.0,100.0
1983-04-11,0.0,100.0
1983-04-12,0.0,100.0
1983-04-13,16.475,100.0
1983-04-14,41.847,100.0
1983-04-15,0.169,100.0
1983-04-16,19.044,100.0
1983-04-17,1.562,100.0
1983-04-18,0.231,100.0
1983-04-19,21.185,100.0
1983-04-20,14.315,100.0
1983-04-21,26.516,100.0
1983-04-22,14.529,100.0
1983-04-23,7.362,100.0
1983-04-24,8.282,100.0
1983-04-25,9.964,100.0
1983-04-26,3.098,100.0
1983-04-27,5.835,100.0
1983-04-28,4.747,100.0
1983-04-29,10.315,100.0
1983-04-30,0.0,100.0
1983-05-01,8.14,100.0
1983-05-02,1.786,100.0
1983-05-03,1.224,100.0
1983-05-04,13.389,100.0
1983-05-05,1.313,100.0
1983-05-06,6.907,100.0
1983-05-07,4.625,100.0
1983-05-08,2.136,100.0
1983-05-09,0.378,100.0
1983-05-10,0.0,100.0
1983-05-11,1.336,100.0
1983-05-12,0.0,100.0
1983-05-13,0.0,100.0
1983-05-14,0.0,100.0
1983-05-15,0.0,100.0
1983-05-16,0.0,100.0
1983-05-17,0.0,100.0
1983-05-18,3.601,100.0
1983-05-19,0.638,100.0
1983-05-20,0.0,100.0
1983-05-21,0.644,100.0
1983-05-22,10.544,100.0
1983-05-23,0.574,100.0
1983-05-24,0.0,100.0
1983-05-25,6.304,100.0
1983-05-26,2.981,100.0
1983-05-27,0.876,100.0
1983-05-28,0.031,100.0
1983-05-29,7.096,100.0
1983-05-30,7.027,100.0
1983-05-31,5.128,100.0
1983-06-01,1.066,100.0
1983-06-02,0.0,100.0
1983-06-03,0.0,100.0
1983-06-04,0.134,100.0
1983-06-05,2.03,100.0
1983-06-06,0.188,100.0
1983-06-07,0.188,100.0
1983-06-08,0.0,100.0
1983-06-09,0.0,100.0
1983-06-10,0.0,100.0
1983-06-11,0.0,100.0
1983-06-12,0.2,100.0
1983-06-13,0.872,100.0
1983-06-14,0.0,100.0
1983-06-15,0.0,100.0
1983-06-16,0.0,100.0
1983-06-17,0.0,100.0
1983-06-18,0.0,100.0
1983-06-19,4.845,100.0
1983-06-20,0.369,100.0
1983-06-21,0.793,100.0
1983-06-22,0.455,100.0
1983-06-23,0.939,100.0
1983-06-24,3.861,100.0
1983-06-25,1.125,100.0
1983-06-26,0.0,100.0
1983-06-27,0.0,100.0
1983-06-28,0.0,100.0
1983-06-29,0.0,100.0
1983-06-30,0.0,100.0
1983-07-01,0.0,100.0
1983-07-02,0.0,100.0
1983-07-03,0.0,100.0
1983-07-04,0.109,100.0
1983-07-05,0.0,100.0
1983-07-06,0.0,100.0
1983-07-07,0.0,100.0
1983-07-08,0.0,100.0
1983-07-09,0.0,100.0
1983-07-10,0.0,100.0
1983-07-11,0.0,100.0
1983-07-12,0.0,100.0
1983-07-13,0.0,100.0
1983-07-14,0.547,100.0
1983-07-15,0.122,100.0
1983-07-16,1.553,100.0
1983-07-17,0.047,100.0
1983-07-18,0.0,100.0
